geoid10,dscore_2013,ascore_2013,pscore_2013,total_score,pop,dist,acre_pp,park_pp
371830537112016,2,4,4,10,21,1.031986,0.0085,0.000147
371830528062015,3,5,5,13,21,1.688515,0,0
371830540163019,2,5,5,12,24,1.528335,0,0
371830518001020,1,4,4,9,45,0.41497,0.004919,0.000462
371830528033003,3,5,5,13,140,1.842093,0,0
371830516002008,2,4,4,10,22,1.027032,0.00255,0.000131
371830523023003,2,4,4,10,49,0.740151,0.00545,0.000141
371830541053019,4,5,5,14,301,2.719713,0,0
371830515012025,2,4,4,10,164,0.898655,0.004201,0.000326
371830507003028,1,4,1,6,25,0.141654,0.008514,0.001492
371830525032003,2,4,5,11,76,0.861074,0.004523,9.4e-05
371830527061005,2,4,4,10,57,1.203459,0.011337,0.000103
371830521021049,2,5,5,12,20,1.432065,0,0
371830527073030,2,5,5,12,2,1.362438,0,0
371830526023001,2,4,4,10,94,0.912736,0.005234,0.000171
371830527073035,3,5,5,13,107,1.929306,0,0
371830527051015,1,4,4,9,40,0.42567,0.002464,0.000129
371830501001018,1,4,1,6,53,0.221269,0.006461,0.001721
371830540142006,1,4,4,9,86,0.218537,0.001332,0.00017
371830515022014,1,4,4,9,47,0.54483,0.002668,0.000341
371830538082010,3,5,5,13,69,1.552851,0,0
371830541042012,2,1,4,7,5,1.257657,0.03317,0.0002
371830515022013,2,4,4,10,47,0.664232,0.002668,0.000341
371830542071110,2,5,5,12,786,1.491398,0,0
371830541042023,1,1,4,6,173,0.395105,0.03317,0.0002
371830516004000,2,4,4,10,25,0.768099,0.002704,0.000209
371830512001003,1,4,3,8,10,0.440066,0.0067,0.000533
371830537141004,2,4,5,11,60,0.963814,0.004246,8.2e-05
371830524093000,1,4,4,9,5,0.323573,0.004034,0.000175
371830527012022,2,4,4,10,100,0.945333,0.007337,0.000317
371830515011032,1,4,4,9,65,0.601902,0.007597,0.000446
371830519002005,1,4,3,8,106,0.36441,0.00604,0.000543
371830527043015,1,4,4,9,19,0.298905,0.004763,0.000215
370630019002079,5,5,5,15,23,5.038198,0,0
371830516003004,1,4,4,9,12,0.524292,0.004725,0.000477
371830514003000,1,4,3,8,288,0.443432,0.005856,0.000753
371830540142008,1,4,4,9,10,0.599642,0.001332,0.00017
371830519002007,2,4,3,9,113,0.651388,0.00604,0.000543
371830538083030,2,4,4,10,108,0.737622,0.002632,0.000288
371830540062002,2,5,5,12,143,1.351177,0,0
371830540131049,2,1,4,7,117,1.175764,0.076914,0.000488
371830514005015,1,4,3,8,29,0.094219,0.00815,0.000695
371830523013010,2,1,5,8,35,0.805617,0.033889,7.2e-05
371830541041029,2,4,4,10,1,1.263938,0.003023,0.000139
371830527052005,1,4,4,9,73,0.200822,0.004763,0.000215
371830525061018,1,4,4,9,44,0.38609,0.010986,0.000424
371830536101077,2,5,5,12,33,1.484188,0,0
371830524081009,1,4,4,9,306,0.37254,0.002044,0.000235
371830540132039,3,5,5,13,181,1.757158,0,0
371830516003011,2,4,4,10,182,0.635905,0.003194,0.000355
371830540141073,2,4,4,10,126,1.280433,0.001332,0.00017
371830525043028,2,4,5,11,16,0.632754,0.004523,9.4e-05
371830541131004,5,5,5,15,146,4.272468,0,0
371830541052007,2,4,4,10,57,1.251332,0.011337,0.000103
371830511012005,1,5,4,10,31,0.399687,0.000868,0.000154
371830519002012,1,4,3,8,50,0.607606,0.00604,0.000543
371830527072028,2,4,4,10,6,1.091095,0.011337,0.000103
371830537111026,3,5,5,13,78,2.091283,0,0
371830541101011,4,5,5,14,59,3.267292,0,0
371830508003004,1,4,2,7,87,0.161458,0.00849,0.001388
371830542071034,3,5,5,13,36,2.336499,0,0
371830537132000,1,4,5,10,51,0.332125,0.004246,8.2e-05
371830504001023,1,4,3,8,75,0.382405,0.005523,0.000687
371830542081123,2,4,4,10,73,1.269191,0.002632,0.000288
371830527063003,3,5,5,13,80,1.656288,0,0
371830516004010,1,4,3,8,46,0.168257,0.004548,0.000541
371830537152006,2,3,4,9,308,0.88699,0.01352,0.000195
371830518002011,1,4,4,9,13,0.354066,0.004919,0.000462
371830537231005,2,4,4,10,363,0.963641,0.010065,0.000331
371830514004015,1,4,3,8,944,0.487113,0.006851,0.000685
371830540134014,3,5,5,13,112,2.015137,0,0
371830537152003,2,5,4,11,56,0.789404,0.001169,0.000134
371830541101002,4,5,5,14,127,2.926267,0,0
371830540162010,1,1,4,6,92,0.597854,0.059635,0.000247
371830540151037,1,4,4,9,115,0.183428,0.003023,0.000139
371830514001010,1,4,3,8,23,0.185619,0.005134,0.000592
371830515012002,2,4,4,10,35,1.020004,0.004021,0.000216
371830541043010,3,5,5,13,246,1.574042,0,0
371830540111012,3,5,5,13,55,1.6614,0,0
371830537162005,2,3,4,9,50,0.961735,0.014256,0.000338
371830506002004,1,4,2,7,30,0.192675,0.006626,0.00099
371830524093007,1,5,4,10,249,0.451333,0.001195,0.000132
371830527013010,2,4,4,10,84,0.94744,0.003061,0.000127
371830540134015,2,1,4,7,35,1.194359,0.076914,0.000488
371830537131012,2,4,4,10,35,0.691133,0.002435,0.000119
371830541044004,2,5,5,12,55,1.394897,0,0
371830537181006,5,5,5,15,109,4.220528,0,0
371830541043025,3,5,5,13,133,1.852823,0,0
371830540142001,1,4,4,9,275,0.256723,0.001332,0.00017
371830519001037,1,4,3,8,51,0.228415,0.006681,0.00086
371830526011011,2,3,4,9,76,1.023505,0.015147,0.000204
371830540082012,2,4,4,10,22,1.17169,0.005321,0.000225
371830508002003,1,4,2,7,151,0.254638,0.0098,0.001109
371830541053012,4,5,5,14,226,2.478767,0,0
371830527012026,2,4,4,10,13,1.085583,0.005039,0.00023
371830527043004,1,4,5,10,369,0.618443,0.002298,8.6e-05
371830507001010,1,4,1,6,151,0.066733,0.005204,0.001675
371830536101088,3,5,5,13,2,1.904004,0,0
371830527063019,3,5,5,13,156,2.043731,0,0
371830541102047,5,5,5,15,87,3.415822,0,0
371830537072020,1,3,3,7,159,0.329805,0.01546,0.0006
371830520011007,2,5,5,12,222,1.526039,0,0
371830512003019,1,2,3,6,25,0.163051,0.023205,0.000709
371830527071008,2,3,4,9,93,1.101342,0.013635,0.000189
371830540141050,2,4,4,10,26,0.785255,0.001332,0.00017
371830542102044,5,5,5,15,245,3.907289,0,0
371830503001021,1,4,3,8,2,0.120782,0.007202,0.0008
371830518001023,1,4,4,9,23,0.595854,0.004919,0.000462
371830537093007,3,5,5,13,93,2.220302,0,0
371830505002022,1,4,4,9,46,0.365915,0.00498,0.000435
371830545002021,1,3,1,5,34,0.450149,0.011601,0.002482
371830530081016,2,1,5,8,7,1.180312,0.033889,7.2e-05
371830527013000,1,4,4,9,98,0.548036,0.002575,0.000102
371830537224005,1,5,4,10,146,0.12444,0,0.00013
371830526011014,2,3,4,9,125,0.945365,0.015147,0.000204
371830525051020,2,4,4,10,4,0.691214,0.007136,0.00048
371830537121001,2,5,5,12,82,1.521255,0,0
371830505002000,1,4,3,8,130,0.100889,0.006659,0.000787
371830541063035,2,3,4,9,72,0.708366,0.016556,0.000185
371830540042001,2,4,4,10,85,0.643622,0.007237,0.000104
371830528033056,3,5,5,13,53,1.675429,0,0
371830514005000,1,4,3,8,214,0.123603,0.00815,0.000695
371830528062049,3,5,5,13,129,1.685293,0,0
371830514003007,2,4,3,9,43,0.786383,0.00453,0.000606
371830528064045,3,5,5,13,95,1.708295,0,0
371830510001011,1,3,3,7,52,0.317989,0.021693,0.000648
371830537191003,5,5,5,15,186,3.644283,0,0
371830527041008,1,4,4,9,1841,0.143266,0.004763,0.000215
371830540132012,3,5,5,13,49,1.535767,0,0
371830541062042,2,3,4,9,31,0.836976,0.016556,0.000185
371830530081035,2,5,5,12,73,1.343654,0,0
371830528062013,3,5,5,13,124,2.314088,0,0
371830541052021,2,5,5,12,132,1.425988,0,0
371830540131005,2,1,3,6,72,1.211692,0.079545,0.000776
371830541131009,5,5,5,15,35,4.617942,0,0
371830516005015,2,4,4,10,111,0.726251,0.003321,0.00036
371830541102020,5,5,5,15,122,4.001977,0,0
371830540142002,1,4,4,9,73,0.215057,0.001332,0.00017
371830509001017,1,2,1,4,101,0.257475,0.027236,0.001877
371830540141047,2,4,4,10,81,0.697131,0.001332,0.00017
371830540132038,3,5,5,13,40,1.547664,0,0
371830540082004,1,4,4,9,44,0.578815,0.003023,0.000139
371830527072023,1,4,4,9,74,0.628766,0.011337,0.000103
371830542071067,4,5,5,14,179,2.852373,0,0
371830540162026,2,5,5,12,90,1.290908,0,0
371830527073016,2,4,4,10,89,0.950775,0.011337,0.000103
371830527073019,2,4,4,10,114,1.101395,0.011337,0.000103
371830537241023,2,5,5,12,36,1.505511,0,0
371830537093004,3,5,5,13,30,2.061128,0,0
371830537241036,3,5,5,13,70,1.907438,0,0
371830537112024,1,3,4,8,17,0.479257,0.012746,0.000229
371830540143000,3,5,5,13,1478,1.559263,0,0
371830540132022,2,4,4,10,86,1.090261,0.002632,0.000288
371830540132037,3,5,5,13,49,1.555501,0,0
371830521014014,1,3,3,7,3,0.299321,0.013062,0.000645
371830545002058,3,5,5,13,18,1.839469,0,0
371830528072071,2,4,4,10,44,0.653856,0.010303,0.000189
371830537142000,2,5,4,11,13,0.883105,0.001169,0.000134
371830537252019,2,5,5,12,36,1.489977,0,0
371830541043034,2,5,5,12,57,1.318012,0,0
371830537222001,2,4,4,10,100,1.107188,0.010065,0.000331
371830542091056,5,5,5,15,104,3.458457,0,0
371830537122003,2,4,4,10,61,1.141594,0.010065,0.000201
371830537151012,1,3,4,8,113,0.170469,0.012254,0.000211
371830503001033,1,4,2,7,24,0.2456,0.007748,0.001394
371830506003021,1,4,1,6,7,0.195753,0.005198,0.001662
371830527013005,1,4,4,9,243,0.485713,0.002575,0.000102
371830538082025,2,4,4,10,4,1.171524,0.010065,0.000201
371830528063013,3,5,5,13,35,2.021602,0,0
371830526011026,1,4,4,9,50,0.154291,0.004062,0.000127
371830540141072,2,5,5,12,8,1.389026,0,0
371830523023036,2,4,4,10,3,1.148844,0.00545,0.000141
371830537211016,3,5,5,13,3,1.544959,0,0
371830541053026,4,5,5,14,43,2.713591,0,0
371830541063004,1,3,4,8,63,0.311936,0.016556,0.000185
371830537093021,3,5,5,13,23,2.230351,0,0
371830540171010,2,1,4,7,10,1.195268,0.059635,0.000247
371830520021005,2,4,4,10,30,0.891287,0.007093,0.000528
371830540121006,3,5,5,13,102,1.680307,0,0
371830537223002,1,4,4,9,167,0.520334,0.010065,0.000201
371830515011001,1,4,4,9,3,0.49738,0.007136,0.00048
371830540132056,2,4,4,10,4,1.238892,0.002632,0.000288
371830507003014,1,4,2,7,3,0.389804,0.002514,0.001
371830545003028,1,4,1,6,44,0.336979,0.008142,0.002088
371830505002019,1,4,3,8,75,0.34019,0.006198,0.000877
371830516005010,1,4,4,9,12,0.545659,0.004864,0.000518
371830524011049,3,5,5,13,9,2.411451,0,0
371830503001011,1,4,3,8,95,0.146301,0.003783,0.000591
371830505002010,1,4,3,8,42,0.22268,0.005215,0.000579
371830524011056,3,5,5,13,38,2.218806,0,0
371830512003028,1,2,3,6,22,0.255581,0.023205,0.000709
371830518003021,1,4,4,9,14,0.529132,0.004919,0.000462
371830545004010,2,5,5,12,48,1.311258,0,0
371830514004001,1,4,3,8,124,0.578201,0.007505,0.000675
371830545001005,1,2,2,5,2,0.150527,0.025035,0.001346
371830536102010,2,4,4,10,33,0.721885,0.001964,0.000197
371830523022013,2,5,5,12,48,1.312134,0,0
371830537192008,5,5,5,15,69,3.780197,0,0
371830517002015,2,4,4,10,174,0.66171,0.001859,0.000336
371830527073044,3,5,5,13,3,1.943519,0,0
371830537152002,2,3,4,9,18,0.660494,0.012254,0.000211
371830537241030,2,4,4,10,226,1.02128,0.0085,0.000147
371830541102027,5,5,5,15,68,3.693918,0,0
371830538071017,2,4,4,10,256,0.658208,0.010065,0.000201
371830542071037,3,5,5,13,69,1.901052,0,0
371830518001015,1,4,4,9,36,0.106874,0.006237,0.000524
371830545004013,1,4,4,9,137,0.152837,0.00545,0.000141
371830537091000,2,5,5,12,218,1.496366,0,0
371830525032007,2,4,5,11,21,0.845748,0.004523,9.4e-05
371830524093004,1,5,4,10,109,0.061657,0.001195,0.000132
371830526012001,2,4,4,10,23,0.800709,0.004062,0.000127
371830524072000,2,4,4,10,75,1.060578,0.00124,0.000144
371830521013011,2,3,4,9,29,0.911001,0.013469,0.000454
371830540181019,2,4,4,10,166,0.717391,0.007237,0.000104
371830528062017,2,4,4,10,87,1.053208,0.006846,0.000189
371830525043026,2,4,5,11,24,0.731454,0.004523,9.4e-05
371830525033016,2,4,5,11,34,0.793216,0.004523,9.4e-05
371830523021001,1,3,4,8,26,0.492905,0.019148,0.000207
371830517002016,2,4,4,10,67,0.782373,0.003371,0.000396
371830537142023,2,4,4,10,27,0.916602,0.002435,0.000119
371830512003008,1,4,3,8,113,0.136776,0.0067,0.000533
371830540011005,1,4,5,10,72,0.349251,0.002659,6.9e-05
371830537241078,3,5,5,13,83,1.598734,0,0
371830540061003,2,5,4,11,209,0.986708,3.5e-05,0.000128
371830540071012,2,5,5,12,110,1.482063,0,0
371830517002017,1,4,3,8,65,0.548445,0.007749,0.000585
371830541102008,5,5,5,15,9,3.799104,0,0
371830541041012,3,5,5,13,38,1.638029,0,0
371830520012010,2,4,3,9,21,0.844591,0.002643,0.000692
371830540143030,2,4,4,10,88,1.223595,0.003023,0.000139
371830525043007,1,3,3,7,11,0.356571,0.011659,0.000574
371830541103018,5,5,5,15,32,3.443466,0,0
371830524011084,2,4,4,10,16,1.099802,0.00124,0.000144
371830526011031,1,4,4,9,27,0.077032,0.004062,0.000127
371830541102052,4,5,5,14,62,3.253795,0,0
371830537092011,3,5,5,13,78,1.598753,0,0
371830510002007,1,2,2,5,60,0.312084,0.021897,0.001348
371830540141009,3,5,5,13,33,1.742317,0,0
371830520024002,2,4,2,8,197,0.951444,0.00289,0.00103
371830505001017,1,4,2,7,16,0.225457,0.006579,0.001119
371830519002021,1,4,3,8,26,0.623761,0.006361,0.000747
371830521012009,1,4,4,9,94,0.183625,0.010931,0.000513
371830527051002,2,4,4,10,49,0.846686,0.004763,0.000215
371830537252006,2,4,4,10,7,1.279797,0.0085,0.000147
371830503002008,1,3,3,7,2,0.463201,0.021749,0.000952
371830545003009,3,5,5,13,74,1.670247,0,0
371830541041008,3,5,5,13,290,1.762339,0,0
371830545001002,1,2,2,5,38,0.19612,0.024974,0.001287
371830527011013,1,4,4,9,70,0.266855,0.002575,0.000102
371830537223001,1,4,4,9,67,0.249782,0.010065,0.000201
371830507001006,1,4,1,6,61,0.222582,0.00489,0.001646
371830505003012,1,4,4,9,34,0.26999,0.004567,0.000165
371830521013008,2,4,4,10,73,1.215067,0.006613,0.000142
371830540012014,2,4,4,10,58,1.230401,0.002575,0.000102
371830537252044,3,5,5,13,631,1.840549,0,0
371830512002012,1,4,3,8,45,0.091364,0.007471,0.000768
371830514002012,1,4,3,8,77,0.145519,0.006832,0.000633
371830517002006,2,4,3,9,105,0.817582,0.006008,0.000637
371830541103005,5,5,5,15,146,3.768553,0,0
371830525032011,2,4,5,11,69,1.020929,0.004523,9.4e-05
371830540163016,2,5,5,12,135,1.514017,0,0
371830537232017,2,5,4,11,6,0.686314,3.5e-05,0.000258
371830517002002,1,4,4,9,82,0.404075,0.005353,0.000502
371830525033019,2,4,5,11,69,1.221995,0.004523,9.4e-05
371830537241076,3,5,5,13,167,1.56232,0,0
371830537112018,2,3,4,9,138,0.685112,0.012746,0.000229
371830527061023,2,5,5,12,209,1.331303,0,0
371830537093012,3,5,5,13,146,2.152873,0,0
371830518001022,1,4,4,9,43,0.446759,0.004919,0.000462
371830524041007,1,4,4,9,44,0.458982,0.003827,0.000483
371830514004009,2,4,4,10,6,0.653302,0.00294,0.000491
371830537152000,1,3,4,8,188,0.372088,0.012254,0.000211
371830507001001,1,4,1,6,36,0.152178,0.005226,0.001752
371830540071005,2,5,4,11,7,0.883582,3.5e-05,0.000258
371830540141007,3,5,5,13,6,1.818999,0,0
371830510001010,1,3,3,7,84,0.304061,0.021693,0.000648
371830540071014,2,5,4,11,20,1.096742,3.5e-05,0.000128
371830520012022,2,5,5,12,519,1.376925,0,0
371830537112001,2,4,4,10,121,1.092189,0.0085,0.000147
371830521014016,1,3,3,7,22,0.258334,0.013062,0.000645
371830528033055,3,5,5,13,92,1.688746,0,0
371830528072070,2,4,4,10,45,0.781971,0.010303,0.000189
371830501001000,1,4,1,6,62,0.101434,0.006402,0.001653
371830527012035,2,5,5,12,53,1.489126,0,0
371830537093059,4,5,5,14,15,2.50169,0,0
371830537232012,1,5,4,10,42,0.184647,0,0.00013
371830523013032,2,5,5,12,84,1.351786,0,0
371830537142014,2,4,4,10,41,0.670799,0.002435,0.000119
371830540011008,1,3,4,8,27,0.400812,0.016915,0.000407
371830540132001,1,4,4,9,264,0.473596,0.002632,0.000288
371830501001093,1,2,1,4,72,0.018519,0.02383,0.002002
371830518002024,1,4,4,9,52,0.324488,0.004688,0.000458
371830540141034,3,5,5,13,43,1.66263,0,0
371830537161006,1,3,4,8,218,0.44985,0.014256,0.000338
371830507001021,1,4,1,6,42,0.224736,0.010436,0.001831
371830526011010,1,3,4,8,56,0.591244,0.018318,0.000465
371830506003003,1,4,1,6,47,0.193095,0.005143,0.001659
371830527052013,2,4,4,10,57,0.99015,0.002464,0.000129
371830516003012,1,4,3,8,59,0.384819,0.005268,0.000633
371830537093014,3,5,5,13,11,2.024662,0,0
371830516002006,2,4,4,10,53,1.075675,0.00255,0.000131
371830540171037,2,5,5,12,6,1.315204,0,0
371830525043003,1,3,3,7,64,0.536582,0.011659,0.000574
371830528064055,3,5,5,13,109,1.878104,0,0
371830540151022,2,4,4,10,206,0.787156,0.003023,0.000139
371830527062011,3,5,5,13,241,1.797644,0,0
371830540132017,2,4,4,10,132,0.916565,0.002632,0.000288
371830527061019,3,5,5,13,45,1.702828,0,0
371830536101057,2,4,4,10,29,1.101106,0.001964,0.000197
371830542071102,2,4,4,10,121,1.133265,0.002632,0.000288
371830542071113,2,4,4,10,91,1.101177,0.002632,0.000288
371830510002002,1,2,3,6,28,0.357744,0.023792,0.00088
371830527011008,2,4,4,10,54,0.768883,0.002575,0.000102
371830524071016,2,4,4,10,168,0.731386,0.001783,0.000248
371830507002011,1,4,1,6,31,0.045009,0.007709,0.001424
371830540141081,3,5,5,13,150,1.687154,0,0
371830523023013,2,5,5,12,184,1.409322,0,0
371830503001019,1,4,2,7,8,0.370363,0.006042,0.001251
371830501001010,1,4,2,7,2,0.584438,0.004564,0.001357
371830541043031,2,5,5,12,134,1.532018,0,0
371830537112009,2,3,4,9,26,0.890925,0.012746,0.000229
371830527073033,2,5,5,12,153,1.313083,0,0
371830528062002,3,5,5,13,85,1.564083,0,0
371830536101071,1,4,4,9,23,0.437867,0.001964,0.000197
371830537073016,2,3,4,9,354,0.770502,0.016673,0.000368
371830527051009,1,4,4,9,177,0.237501,0.004763,0.000215
371830525041010,2,5,5,12,58,1.347795,0,0
370630019002100,5,5,5,15,71,4.024103,0,0
371830540043002,1,4,4,9,40,0.36319,0.007237,0.000104
371830509002002,1,2,1,4,38,0.183264,0.026608,0.001644
371830540142004,1,4,4,9,239,0.38653,0.001332,0.00017
371830507003021,1,4,2,7,51,0.094146,0.004254,0.001299
371830507002001,1,4,1,6,35,0.149573,0.005514,0.001581
371830540141005,3,5,5,13,123,1.566134,0,0
371830538082014,2,5,5,12,80,1.378822,0,0
371830541061028,3,5,5,13,31,2.316666,0,0
371830525043002,1,3,3,7,3,0.454347,0.011659,0.000574
371830541062021,2,4,4,10,3,0.989675,0.006846,0.000189
371830527051023,2,4,4,10,144,0.753129,0.004763,0.000215
371830517002011,1,4,3,8,99,0.490468,0.00923,0.000863
371830515012007,1,4,3,8,44,0.518661,0.009853,0.000696
371830537132004,1,4,5,10,91,0.447849,0.004246,8.2e-05
371830510002023,1,2,1,4,16,0.155477,0.025135,0.001466
371830521021012,2,5,4,11,50,1.057326,0.000247,0.000338
371830540181013,2,4,4,10,6,1.03922,0.005321,0.000225
371830537262012,2,4,4,10,25,1.231539,0.002435,0.000119
371830536101018,2,5,5,12,50,1.391203,0,0
371830540041000,1,4,4,9,404,0.531778,0.007237,0.000104
371830545001008,1,3,3,7,11,0.342191,0.020215,0.000791
371830530081055,2,1,5,8,8,1.026573,0.033889,7.2e-05
371830524061002,2,1,4,7,41,0.924691,0.035672,0.00032
371830537111010,3,5,5,13,22,1.800217,0,0
371830536101016,2,5,5,12,80,1.478352,0,0
371830540012008,2,4,4,10,221,0.635488,0.005234,0.000171
371830541101003,4,5,5,14,74,2.82065,0,0
371830512003030,1,2,3,6,16,0.142129,0.022962,0.000586
371830537112026,1,4,5,10,18,0.135475,0.004246,8.2e-05
371830541042025,1,1,4,6,126,0.25091,0.03317,0.0002
371830510002012,1,2,2,5,87,0.244852,0.026086,0.001177
371830537224000,1,5,4,10,185,0.568036,0,0.00013
371830528072058,5,5,5,15,14,3.4182,0,0
371830540134023,3,5,5,13,113,1.937766,0,0
371830537121020,1,4,5,10,1,0.503705,0.004246,8.2e-05
371830508001009,1,4,1,6,25,0.135818,0.010426,0.001687
371830514004012,2,4,3,9,28,0.71173,0.007505,0.000675
371830528063010,3,5,5,13,66,1.573792,0,0
371830540123007,1,4,4,9,63,0.568056,0.007237,0.000104
371830537152016,2,3,4,9,55,0.697363,0.012254,0.000211
371830525032005,2,4,5,11,17,0.870768,0.004523,9.4e-05
371830537241055,2,5,5,12,31,1.530527,0,0
371830537222016,2,5,5,12,51,1.296385,0,0
371830528064057,2,5,5,12,5,1.427542,0,0
371830541055003,2,1,4,7,16,0.876946,0.03317,0.0002
371830520012004,2,5,4,11,21,1.20986,0.000779,0.000203
371830537241040,3,5,5,13,47,1.705449,0,0
371830515011031,1,4,3,8,39,0.419345,0.008815,0.000626
371830515011026,1,4,4,9,89,0.541576,0.007136,0.00048
371830518003019,1,4,4,9,68,0.582708,0.004919,0.000462
371830524063012,3,5,5,13,26,2.228991,0,0
371830536102034,1,4,4,9,31,0.244179,0.001964,0.000197
371830506003027,1,4,1,6,4,0.103319,0.005033,0.001592
371830540163018,1,1,4,6,102,0.613218,0.059635,0.000247
371830523021006,1,3,4,8,26,0.289106,0.019329,0.000293
371830538082019,3,5,5,13,21,1.647624,0,0
371830525051006,2,3,4,9,61,1.064485,0.015238,0.00041
371830540043005,2,4,4,10,67,0.867552,0.007237,0.000104
371830545001029,1,3,3,7,81,0.125176,0.019971,0.00067
371830542091081,4,5,5,14,86,3.295361,0,0
371830524041027,1,1,5,7,28,0.105859,0.033889,7.2e-05
371830537241025,3,5,5,13,298,2.095805,0,0
371830540072005,3,5,5,13,4,1.558594,0,0
371830536101044,2,5,5,12,5,1.383164,0,0
371830541053021,4,5,5,14,52,2.682234,0,0
371830540071002,2,5,4,11,109,1.227896,3.5e-05,0.000128
371830540081003,1,4,4,9,43,0.508808,0.003023,0.000139
371830540162005,3,5,5,13,35,1.670782,0,0
371830540081011,1,4,4,9,117,0.29917,0.003023,0.000139
371830537111032,1,4,5,10,2,0.599965,0.004246,8.2e-05
371830537142015,1,4,4,9,89,0.230524,0.002435,0.000119
371830524062010,3,5,5,13,2,1.821879,0,0
371830541131006,4,5,5,14,6,2.642677,0,0
371830526011028,1,4,4,9,52,0.36963,0.004062,0.000127
371830525072028,3,5,5,13,39,1.879482,0,0
371830537262002,2,4,5,11,2,1.240877,0.004246,8.2e-05
371830540011010,1,4,4,9,62,0.571041,0.005553,0.000163
371830524082002,1,5,4,10,60,0.1687,0.001195,0.000132
371830503001012,1,4,3,8,4,0.076222,0.004026,0.000651
371830520022011,1,4,3,8,40,0.435177,0.001467,0.000655
371830536101058,2,4,4,10,402,1.153563,0.001964,0.000197
371830537143014,2,5,4,11,36,0.981854,0.001169,0.000134
371830521011033,2,4,4,10,35,1.18422,0.002514,0.000107
371830524063010,4,5,5,14,38,2.481408,0,0
371830525052009,2,5,5,12,1,1.336842,0,0
371830506003011,1,4,1,6,21,0.094748,0.006261,0.001819
371830505002011,1,4,3,8,20,0.216079,0.005215,0.000579
371830524062011,3,5,5,13,2,1.814443,0,0
371830516005001,2,4,4,10,28,0.711898,0.004688,0.000458
371830540134037,3,5,5,13,30,1.932166,0,0
371830540082001,2,4,4,10,33,0.704122,0.003023,0.000139
371830537071005,2,5,4,11,153,1.08581,0,0.00013
371830530081047,2,5,5,12,41,1.327298,0,0
371830537112010,2,4,5,11,25,0.805431,0.004246,8.2e-05
371830545002022,1,3,1,5,47,0.524898,0.011601,0.002482
371830526021014,2,4,4,10,148,0.714372,0.005234,0.000171
371830525043037,2,4,4,10,13,0.690397,0.007505,0.00024
371830537241033,3,5,5,13,529,1.559649,0,0
371830541054018,1,4,4,9,65,0.585851,0.011337,0.000103
371830540131019,2,1,4,7,25,1.007616,0.076914,0.000488
371830540134045,2,1,4,7,34,1.270111,0.076914,0.000488
371830525051027,1,4,4,9,335,0.135502,0.004153,0.000334
371830538071020,1,4,4,9,42,0.629128,0.010065,0.000201
371830525052010,2,4,4,10,326,1.219951,0.004153,0.000334
371830537262013,2,4,4,10,90,1.179856,0.002435,0.000119
371830526023000,2,4,4,10,655,1.081185,0.002575,0.000102
371830536101052,3,5,5,13,100,1.949863,0,0
371830501001099,1,4,1,6,2,0.001772,0.00571,0.0018
371830530081058,1,1,5,7,26,0.51628,0.033889,7.2e-05
371830540141076,3,5,5,13,187,1.729894,0,0
371830537251010,1,3,4,8,53,0.519871,0.012746,0.000229
371830523011020,1,1,5,7,8,0.399311,0.033889,7.2e-05
371830537132013,2,4,5,11,135,0.887909,0.004246,8.2e-05
371830527073039,3,5,5,13,90,1.793138,0,0
371830508001003,1,4,1,6,154,0.29345,0.007715,0.001437
371830527042005,1,4,5,10,101,0.606116,0.002298,8.6e-05
371830527073007,2,4,4,10,21,0.901592,0.011337,0.000103
371830525043032,1,4,4,9,58,0.162121,0.007505,0.00024
371830514005019,1,4,3,8,36,0.064709,0.00815,0.000695
371830536101009,3,5,5,13,38,2.059726,0,0
371830537151001,1,3,3,7,22,0.4721,0.01546,0.0006
371830524041024,1,1,4,6,10,0.516097,0.036848,0.0004
371830538082022,2,2,3,7,50,1.208456,0.025679,0.000856
371830527063005,3,5,5,13,1,2.324273,0,0
371830541053018,3,5,5,13,103,2.404434,0,0
371830528062016,2,5,5,12,52,1.527717,0,0
371830541043036,3,5,5,13,96,1.62866,0,0
371830523013015,1,1,5,7,465,0.544977,0.033889,7.2e-05
371830540131015,2,4,4,10,2,1.264066,0.002632,0.000288
371830540082008,2,4,4,10,20,0.669601,0.003023,0.000139
371830541043003,2,4,4,10,65,1.200033,0.003023,0.000139
371830526012003,1,4,4,9,51,0.481984,0.004062,0.000127
371830545002088,2,3,4,9,325,0.773805,0.021712,0.000194
371830541102006,4,5,5,14,66,2.843514,0,0
371830541043015,2,4,4,10,103,0.922064,0.003023,0.000139
371830530081043,2,1,5,8,4,0.978874,0.033889,7.2e-05
371830523022015,1,4,4,9,71,0.175162,0.00545,0.000141
371830540081004,1,4,4,9,99,0.449035,0.003023,0.000139
371830540161012,2,1,4,7,83,1.046712,0.059635,0.000247
371830510001017,1,3,3,7,21,0.474811,0.021651,0.000886
371830540181022,2,4,4,10,23,0.860503,0.007237,0.000104
371830540083008,2,5,5,12,160,1.32942,0,0
371830518002023,1,4,4,9,32,0.460468,0.004688,0.000458
371830537171028,4,5,5,14,93,2.641512,0,0
371830526011013,2,3,4,9,57,0.904239,0.015147,0.000204
371830527042004,1,4,5,10,113,0.606446,0.002298,8.6e-05
371830515012018,2,4,3,9,58,0.796937,0.00533,0.000602
371830501001080,1,2,1,4,2,7.3e-05,0.023888,0.001537
