geoid10,dscore_2013,ascore_2013,pscore_2013,total_score,pop,dist,acre_pp,park_pp
371830520024012,2,4,2,8,58,0.722799,0.002916,0.001104
371830520024000,2,4,3,9,283,0.809012,0.002188,0.000904
371830537111028,3,5,5,13,36,1.6485,0,0
371830518003013,1,4,4,9,143,0.345841,0.004919,0.000462
371830517003025,2,4,4,10,33,1.074692,0.001689,0.000273
371830540011001,2,4,4,10,37,0.639984,0.005553,0.000163
371830521011021,2,4,4,10,579,0.763947,0.002993,0.000222
371830530081051,3,5,5,13,323,1.686065,0,0
371830537222017,2,5,4,11,16,1.127054,0.001169,0.000264
371830541102005,5,5,5,15,69,3.725248,0,0
371830525032021,2,4,5,11,159,0.642413,0.004523,9.4e-05
371830537191011,5,5,5,15,15,4.105994,0,0
371830541042024,1,1,4,6,354,0.212091,0.03317,0.0002
371830537093016,3,5,5,13,243,2.044475,0,0
371830515011028,2,4,3,9,193,0.684104,0.004292,0.000532
371830501001023,1,4,1,6,2,0.338032,0.006557,0.001636
371830541053017,3,5,5,13,141,2.359014,0,0
371830537151009,1,3,4,8,113,0.432484,0.012254,0.000211
371830541103040,3,5,5,13,126,2.273954,0,0
371830524082008,1,5,4,10,55,0.071352,0.001195,0.000132
371830540151033,2,4,4,10,37,0.633984,0.003023,0.000139
371830537092032,3,5,5,13,34,1.58913,0,0
371830524061000,2,5,5,12,132,1.368524,0,0
371830512003005,1,4,3,8,63,0.110629,0.00815,0.000695
371830537073006,1,3,3,7,27,0.626111,0.01546,0.0006
371830540151015,2,4,4,10,519,0.795525,0.003023,0.000139
371830537252047,3,5,5,13,47,1.589487,0,0
371830521011009,2,4,4,10,112,1.234365,0.006613,0.000142
371830537252037,3,5,5,13,38,1.811562,0,0
371830507002010,1,4,1,6,73,0.306321,0.005503,0.001437
371830514003003,1,4,3,8,63,0.480696,0.004665,0.000633
371830537092029,5,5,5,15,6,3.963594,0,0
371830542071046,4,5,5,14,35,3.01856,0,0
371830520022014,1,4,3,8,102,0.556615,0.001302,0.000586
371830521021005,2,4,4,10,120,1.048669,0.006846,0.000189
371830540072016,2,5,5,12,116,1.35994,0,0
371830515011014,1,4,4,9,44,0.137694,0.007136,0.00048
371830515012020,1,4,4,9,94,0.621814,0.005239,0.000396
371830519003006,1,4,4,9,60,0.254015,0.005034,0.000464
371830542071059,4,5,5,14,39,3.261586,0,0
371830527052010,1,4,4,9,545,0.270714,0.002464,0.000129
371830526011022,1,4,4,9,40,0.424153,0.004062,0.000127
371830527042001,1,4,5,10,508,0.194777,0.002298,8.6e-05
371830537152015,2,3,4,9,11,0.730075,0.012254,0.000211
371830528062030,3,5,5,13,140,1.997257,0,0
371830516005002,2,4,3,9,83,0.769141,0.004843,0.000536
371830540071007,2,5,4,11,41,1.16678,3.5e-05,0.000128
371830528072063,2,4,4,10,18,1.073172,0.010303,0.000189
371830525033015,2,4,5,11,206,1.179659,0.004523,9.4e-05
371830537142007,2,4,4,10,56,1.234052,0.002435,0.000119
371830530081000,3,5,5,13,19,1.883242,0,0
371830537092013,3,5,5,13,82,1.630998,0,0
371830540121003,2,4,4,10,82,0.939757,0.007237,0.000104
371830520021011,2,4,4,10,219,0.707623,0.006846,0.000189
371830516003013,1,4,4,9,97,0.594534,0.003399,0.000415
371830526011008,2,3,4,9,56,0.896651,0.015424,0.000371
371830537241035,2,4,4,10,2,1.188338,0.0085,0.000147
371830527012027,2,4,4,10,1,1.283926,0.002464,0.000129
371830507003010,1,4,2,7,37,0.213684,0.008272,0.001262
371830505001002,1,4,2,7,12,0.289145,0.006368,0.001067
371830537191008,5,5,5,15,60,4.729456,0,0
371830516005006,1,4,4,9,50,0.542297,0.004688,0.000458
371830540141085,3,5,5,13,152,1.793385,0,0
371830537141002,2,4,5,11,617,1.285225,0.004246,8.2e-05
371830537093033,4,5,5,14,25,2.52274,0,0
371830540121004,2,4,4,10,4,0.700452,0.007237,0.000104
371830537221003,2,4,4,10,249,1.150625,0.010065,0.000201
371830542081116,3,5,5,13,33,1.545832,0,0
371830509002022,1,2,1,4,19,0.184001,0.026469,0.001408
371830540182002,3,5,5,13,1185,1.644556,0,0
371830525042003,1,4,4,9,14,0.219033,0.007597,0.000446
371830518002006,1,4,4,9,46,0.096009,0.004919,0.000462
371830514001005,1,4,3,8,20,0.145406,0.005007,0.000651
371830520022005,1,4,3,8,69,0.067027,0.001939,0.000791
371830520012007,2,4,4,10,228,0.963009,0.001915,0.000492
371830526012006,1,4,4,9,27,0.504113,0.004062,0.000127
371830540134036,3,5,5,13,21,1.883632,0,0
371830528072057,5,5,5,15,50,3.390508,0,0
371830540134046,2,1,4,7,2,1.195701,0.076914,0.000488
371830505003004,1,4,4,9,47,0.400124,0.004567,0.000165
371830537092009,3,5,5,13,101,1.578815,0,0
371830537231011,2,5,4,11,269,0.90174,0,0.00013
371830542091055,4,5,5,14,3,3.313522,0,0
371830528064054,3,5,5,13,76,1.778887,0,0
371830525043033,1,4,4,9,84,0.415671,0.007505,0.00024
371830540141094,2,4,4,10,55,0.695219,0.001332,0.00017
371830537121000,3,5,5,13,567,1.900619,0,0
371830526012004,1,4,4,9,48,0.595548,0.007723,0.000326
371830527041013,2,4,4,10,560,0.812336,0.004763,0.000215
371830537072003,1,5,4,10,64,0.459872,0.001204,0.000392
371830527071012,2,3,4,9,91,1.101335,0.013635,0.000189
371830536102002,3,5,5,13,55,2.133507,0,0
371830519003002,1,4,4,9,44,0.089024,0.005013,0.000387
371830540012003,1,4,4,9,51,0.615969,0.009896,0.000173
371830537251026,2,3,4,9,80,0.992193,0.012746,0.000229
371830524091001,1,5,4,10,692,0.310042,0.001195,0.000132
371830537111037,1,4,5,10,5,0.216428,0.004246,8.2e-05
371830541052010,3,5,5,13,106,1.905745,0,0
371830528064027,2,4,4,10,33,0.952952,0.010303,0.000189
371830537191002,5,5,5,15,342,3.926814,0,0
371830512002014,1,3,3,7,63,0.446715,0.021381,0.000765
371830515022015,1,4,4,9,37,0.357969,0.00418,0.000402
371830503002012,1,2,2,5,4,0.563693,0.022447,0.001188
371830537071026,1,3,4,8,46,0.445682,0.012254,0.000211
371830537113009,1,3,4,8,19,0.515997,0.012746,0.000229
371830541102031,5,5,5,15,33,4.038119,0,0
371830540131016,2,5,5,12,75,1.39039,0,0
371830540081015,1,4,4,9,34,0.32278,0.003023,0.000139
371830537151013,1,3,4,8,78,0.329802,0.012254,0.000211
371830542071061,3,5,5,13,82,2.416472,0,0
371830536101031,3,5,5,13,59,1.801206,0,0
371830523023030,1,4,4,9,6,0.601935,0.00545,0.000141
371830518003005,2,4,4,10,148,0.84568,0.004758,0.000362
371830505001010,1,4,2,7,25,0.194828,0.006289,0.001025
371830537171015,4,5,5,14,93,2.871446,0,0
371830540131008,2,5,5,12,4,1.373163,0,0
370630019002068,5,5,5,15,56,4.553118,0,0
371830524011034,4,5,5,14,2,2.679322,0,0
371830537252002,2,5,5,12,42,1.384693,0,0
371830518002007,1,4,4,9,46,0.222108,0.004919,0.000462
371830523023005,2,5,5,12,1336,1.363277,0,0
371830545004011,1,4,4,9,55,0.481657,0.00545,0.000141
371830525043010,1,4,4,9,2,0.343123,0.007597,0.000446
371830530081039,2,1,5,8,46,1.134683,0.033889,7.2e-05
371830517003020,1,4,4,9,71,0.552316,0.004311,0.000401
371830527071002,2,4,5,11,350,0.986161,0.002298,8.6e-05
371830524063009,4,5,5,14,804,2.648926,0,0
371830524072012,2,1,4,7,224,0.749371,0.035672,0.00032
371830541041043,2,4,4,10,4,1.136876,0.003023,0.000139
371830537073011,1,4,4,9,55,0.363913,0.011397,0.000372
371830528072020,1,4,4,9,11,0.575287,0.010303,0.000189
371830537122015,2,4,5,11,125,0.90472,0.004246,8.2e-05
371830540171048,2,1,4,7,7,0.929975,0.059635,0.000247
371830523023032,2,5,5,12,3,1.489743,0,0
371830537241053,2,5,5,12,64,1.521984,0,0
371830526021024,2,4,4,10,81,0.834498,0.005234,0.000171
371830508003001,1,4,1,6,21,0.247997,0.008511,0.001465
371830528064021,1,4,4,9,63,0.543971,0.010303,0.000189
371830540041009,2,4,4,10,246,0.792278,0.009896,0.000173
371830512002010,1,4,3,8,38,0.206385,0.007506,0.000926
371830526021001,2,4,4,10,71,0.850783,0.005234,0.000171
371830540141084,3,5,5,13,23,1.650737,0,0
371830527073022,2,5,5,12,3,1.395683,0,0
371830541054020,1,4,4,9,49,0.384712,0.011337,0.000103
371830536101076,3,5,5,13,88,1.798604,0,0
371830537241079,3,5,5,13,19,1.590025,0,0
371830528064012,3,5,5,13,36,1.595236,0,0
371830540132003,1,4,4,9,5,0.420617,0.002632,0.000288
371830524043007,1,1,4,6,67,0.599614,0.035627,0.000309
371830527043007,1,4,4,9,62,0.277025,0.004763,0.000215
371830537152007,2,3,4,9,8,1.053242,0.01352,0.000195
371830537071016,2,5,4,11,20,1.266185,0.001169,0.000134
371830528064024,1,4,4,9,63,0.483669,0.010303,0.000189
371830537132008,2,4,5,11,77,0.648732,0.004246,8.2e-05
371830508003007,1,4,2,7,55,0.2047,0.00849,0.001388
371830537112015,2,3,4,9,33,0.805635,0.012746,0.000229
371830507003036,1,4,2,7,20,0.287778,0.008484,0.001375
371830527043013,1,4,4,9,115,0.007659,0.004763,0.000215
371830528064047,3,5,5,13,148,1.790409,0,0
371830524081006,1,4,4,9,30,0.408509,0.003827,0.000483
371830537181002,5,5,5,15,110,4.228968,0,0
371830542091080,4,5,5,14,59,3.180986,0,0
371830541051030,3,5,5,13,23,1.717319,0,0
371830541043008,3,5,5,13,220,1.614887,0,0
371830527071011,2,4,4,10,90,0.881696,0.011337,0.000103
371830537252005,2,3,4,9,4,0.771521,0.012746,0.000229
371830528062018,2,4,4,10,6,1.060475,0.006846,0.000189
371830521021030,1,4,4,9,485,0.576107,0.004318,0.000372
371830521021038,1,4,4,9,49,0.334027,0.004318,0.000372
371830514005016,1,4,3,8,39,0.168546,0.00815,0.000695
371830537191000,5,5,5,15,219,4.377662,0,0
371830526012020,1,4,3,8,25,0.265448,0.007814,0.000532
371830540161009,2,1,4,7,40,0.699373,0.059635,0.000247
371830515022000,1,4,4,9,63,0.190761,0.002668,0.000341
371830524063004,4,5,5,14,16,2.524249,0,0
371830525033008,3,5,5,13,2,1.862362,0,0
371830503001024,1,4,3,8,83,0.033526,0.007399,0.000888
371830540134032,3,5,5,13,33,1.839107,0,0
371830521022005,1,4,4,9,69,0.469805,0.004318,0.000372
371830519003004,1,4,4,9,71,0.327025,0.005013,0.000387
371830537113010,1,3,4,8,72,0.335301,0.012746,0.000229
371830541042005,2,1,4,7,105,0.709555,0.03317,0.0002
371830541102029,5,5,5,15,90,4.037986,0,0
371830536102110,1,4,4,9,26,0.255564,0.001964,0.000197
371830540012004,1,4,5,10,215,0.346375,0.002659,6.9e-05
371830515012009,1,4,3,8,15,0.381207,0.008815,0.000626
371830541053014,4,5,5,14,141,2.525123,0,0
371830521014006,2,3,3,8,167,0.712203,0.014794,0.000604
371830537241077,2,5,5,12,78,1.520375,0,0
371830527072019,2,4,4,10,127,1.230386,0.011337,0.000103
371830541062044,2,3,4,9,27,1.041956,0.016556,0.000185
371830530081042,2,5,5,12,175,1.448691,0,0
371830524011069,2,4,4,10,22,1.256786,0.00124,0.000144
371830545004006,2,5,5,12,3,1.306069,0,0
371830528072067,1,4,4,9,52,0.591057,0.010303,0.000189
371830506002033,1,4,1,6,9,0.118186,0.009411,0.001773
371830541051034,3,5,5,13,39,1.753879,0,0
371830507001007,1,4,1,6,49,0.170849,0.007747,0.001657
371830537091009,3,5,5,13,36,1.995967,0,0
371830545001020,1,3,3,7,14,0.206491,0.020215,0.000791
371830541102041,4,5,5,14,22,2.832011,0,0
371830537093001,3,5,5,13,1,2.356487,0,0
371830508002008,1,4,2,7,143,0.238244,0.009379,0.001166
371830510002021,1,2,2,5,38,0.145654,0.024164,0.001052
371830537132018,1,4,5,10,91,0.375293,0.004246,8.2e-05
371830537091003,3,5,5,13,73,1.600818,0,0
371830525062002,2,3,3,8,28,0.639306,0.013421,0.000543
371830537141015,2,5,4,11,136,1.123869,0.001169,0.000134
371830525031001,3,5,5,13,347,2.327791,0,0
371830528071005,3,5,5,13,101,1.819845,0,0
371830526012008,1,4,4,9,28,0.473935,0.004062,0.000127
371830541044020,2,4,4,10,207,1.065801,0.011337,0.000103
371830541101009,5,5,5,15,91,3.35999,0,0
371830540181010,2,5,5,12,25,1.473685,0,0
371830521011029,2,4,4,10,50,1.267046,0.002514,0.000107
371830537252021,2,4,4,10,105,1.145271,0.0085,0.000147
371830524063017,3,5,5,13,22,2.081733,0,0
371830541052036,3,5,5,13,12,1.905114,0,0
371830541102010,5,5,5,15,66,3.960336,0,0
371830540141063,2,4,4,10,112,0.99396,0.001332,0.00017
371830525033013,2,4,5,11,4,0.998814,0.004523,9.4e-05
371830540012011,2,4,4,10,77,1.048023,0.005234,0.000171
371830537142020,1,3,3,7,39,0.424212,0.013421,0.000543
371830528062048,3,5,5,13,19,1.559775,0,0
371830541042029,2,1,4,7,36,1.230727,0.03317,0.0002
371830540141026,2,5,5,12,190,1.357293,0,0
371830520021013,1,4,4,9,70,0.517252,0.006846,0.000189
371830537171005,4,5,5,14,369,3.095525,0,0
371830517002003,1,4,4,9,43,0.567741,0.005353,0.000502
371830523011004,1,1,4,6,32,0.139824,0.035608,0.000257
371830515022006,1,4,4,9,81,0.329358,0.002668,0.000341
371830525031016,2,4,5,11,23,1.143554,0.004523,9.4e-05
371830540044001,2,4,4,10,1114,1.239778,0.002575,0.000102
371830541041040,2,1,4,7,107,0.756516,0.03317,0.0002
371830541062053,2,3,4,9,37,0.749013,0.016556,0.000185
371830521013006,2,4,4,10,59,1.199682,0.006613,0.000142
371830537142008,2,4,4,10,420,0.938713,0.002435,0.000119
371830537143013,2,5,4,11,118,0.971118,0.001169,0.000134
371830506002035,1,4,1,6,14,0.174927,0.005514,0.001581
371830521011016,2,4,4,10,193,0.804881,0.002993,0.000222
371830524062018,3,5,5,13,23,1.784893,0,0
371830510002019,1,2,2,5,51,0.23119,0.024164,0.001052
371830517001010,1,4,4,9,46,0.0517,0.004758,0.000362
371830540081000,2,4,4,10,27,0.701558,0.003023,0.000139
371830537181013,5,5,5,15,92,4.47228,0,0
371830523013011,2,1,5,8,291,0.697978,0.033889,7.2e-05
371830524011062,2,4,4,10,18,1.246435,0.00124,0.000144
371830509002030,1,2,2,5,192,0.224149,0.022195,0.001303
371830537163002,1,3,4,8,48,0.314805,0.014256,0.000338
371830541061004,3,5,5,13,88,2.220277,0,0
371830501001097,1,2,1,4,231,0.053643,0.023005,0.00183
371830528062033,3,5,5,13,28,2.048181,0,0
371830528072072,1,4,4,9,78,0.527461,0.010303,0.000189
371830537141003,2,4,5,11,34,1.079066,0.004246,8.2e-05
371830524092000,2,3,4,9,1231,0.745406,0.019121,0.000148
371830541054002,2,4,4,10,40,1.000684,0.011337,0.000103
371830540131007,2,4,4,10,143,1.276179,0.002632,0.000288
371830540071000,3,5,5,13,196,1.558942,0,0
371830520012011,2,4,2,8,16,0.854304,0.00289,0.00103
371830527061010,2,4,4,10,3,1.09883,0.002464,0.000129
371830537122013,2,4,5,11,55,0.980486,0.004246,8.2e-05
371830518003006,2,4,4,10,71,0.76229,0.004758,0.000362
371830537232008,2,5,4,11,1,1.06308,3.5e-05,0.000128
371830514001000,1,4,4,9,50,0.381626,0.003789,0.000471
371830521014012,1,4,4,9,84,0.470392,0.010524,0.000378
371830509001002,1,2,1,4,30,0.288573,0.027331,0.00205
371830528062044,3,5,5,13,1,2.240949,0,0
371830537163006,1,3,4,8,13,0.368335,0.016915,0.000407
371830524011036,4,5,5,14,11,3.146012,0,0
371830540162012,2,1,4,7,16,0.927448,0.059635,0.000247
371830537232003,1,5,4,10,637,0.471935,0,0.00013
371830530081014,2,1,4,7,4,1.134517,0.034432,0.000176
371830508003006,1,4,3,8,1779,0.467909,0.006357,0.000615
371830518002003,1,4,4,9,21,0.285196,0.004919,0.000462
371830542071094,3,5,5,13,123,1.943755,0,0
371830525031005,3,5,5,13,10,1.941148,0,0
371830524071028,1,4,4,9,40,0.598113,0.001783,0.000248
371830506002031,1,4,1,6,33,0.082785,0.005514,0.001581
371830537261003,2,4,4,10,85,0.698128,0.002435,0.000119
371830541103023,5,5,5,15,110,4.08529,0,0
371830541063036,2,3,4,9,246,0.944576,0.016556,0.000185
371830537111003,2,5,5,12,13,1.483774,0,0
371830523022005,1,4,4,9,73,0.568757,0.00545,0.000141
371830540072018,3,5,5,13,70,1.75839,0,0
371830537252020,2,4,4,10,5,0.908282,0.0085,0.000147
371830504002000,1,4,3,8,38,0.063048,0.006165,0.000854
371830524011095,3,5,5,13,4,2.024644,0,0
371830514001013,1,4,4,9,83,0.340365,0.003816,0.00053
371830540181009,2,5,5,12,58,1.33101,0,0
371830511012008,1,4,4,9,19,0.262896,0.002044,0.000235
371830528072036,3,5,5,13,3,1.977999,0,0
371830503001026,1,4,3,8,107,0.144457,0.006861,0.000633
371830542071023,4,5,5,14,156,3.183593,0,0
371830545001021,1,3,3,7,40,0.240533,0.020133,0.000728
371830537142002,2,4,4,10,48,1.219523,0.003604,0.000253
371830524011085,2,4,4,10,4,1.005688,0.00124,0.000144
371830512002011,1,4,3,8,19,0.18815,0.007506,0.000926
371830505001023,1,4,2,7,50,0.236106,0.006604,0.001238
371830537261007,1,4,4,9,61,0.284988,0.002435,0.000119
371830510002006,1,2,2,5,2,0.26735,0.021897,0.001348
371830542071052,5,5,5,15,3,3.346802,0,0
371830525032023,2,4,5,11,156,0.987719,0.004523,9.4e-05
371830515022016,1,4,4,9,23,0.285374,0.004393,0.000463
371830530081050,3,5,5,13,124,1.644666,0,0
371830542081090,3,5,5,13,239,2.308844,0,0
371830508001019,1,4,2,7,116,0.227936,0.007541,0.001158
371830540143001,2,5,5,12,25,1.32776,0,0
371830520024011,2,4,2,8,32,0.908548,0.00289,0.00103
371830537231015,1,5,4,10,51,0.496083,0,0.00013
371830537142026,2,2,3,7,347,0.721222,0.024506,0.000619
371830541052034,3,5,5,13,65,2.059006,0,0
371830540171032,2,4,4,10,334,1.120218,0.007237,0.000104
371830528072011,2,4,4,10,30,0.73694,0.010303,0.000189
371830507002006,1,4,1,6,34,0.082156,0.007747,0.001657
371830542071103,2,4,4,10,191,1.079922,0.002632,0.000288
371830524072017,1,1,4,6,21,0.134111,0.036848,0.0004
371830537171043,3,5,5,13,95,1.971121,0,0
371830541101000,5,5,5,15,244,3.410674,0,0
371830504002004,1,4,2,7,31,0.028876,0.004365,0.001192
371830523013001,2,1,4,7,208,0.972056,0.035084,0.000204
371830528061000,2,5,5,12,30,1.398127,0,0
371830537251018,2,5,5,12,78,1.372545,0,0
371830524092001,1,3,4,8,132,0.586481,0.019121,0.000148
371830540141082,2,5,5,12,71,1.50118,0,0
371830516001015,2,4,3,9,100,0.790115,0.007682,0.000797
371830525032025,1,4,4,9,144,0.479452,0.007505,0.00024
371830540122004,1,4,4,9,18,0.321735,0.007237,0.000104
371830528033000,3,5,5,13,678,2.053842,0,0
371830507003037,1,4,2,7,19,0.246976,0.008484,0.001314
371830541062043,2,3,4,9,33,0.878098,0.016556,0.000185
371830528062028,3,5,5,13,222,2.18724,0,0
371830519001047,1,4,4,9,90,0.617472,0.005034,0.000464
371830528063002,2,3,4,9,531,1.094163,0.016556,0.000185
371830537111013,3,5,5,13,204,1.868462,0,0
371830526023006,2,4,4,10,42,0.974712,0.002575,0.000102
371830503002007,1,2,2,5,8,0.49646,0.022487,0.001177
371830537232004,2,5,4,11,66,1.132929,3.5e-05,0.000258
371830540141021,3,5,5,13,42,1.571073,0,0
371830526021003,1,4,5,10,42,0.61657,0.002659,6.9e-05
371830537241069,2,4,4,10,154,1.270333,0.0085,0.000147
371830540072003,3,5,5,13,5,1.58954,0,0
371830537111021,2,5,5,12,47,1.312945,0,0
371830503001018,1,4,3,8,156,0.198873,0.007124,0.000746
371830512003014,1,4,3,8,17,0.149254,0.00815,0.000695
371830541063001,2,3,4,9,175,0.929921,0.016556,0.000185
371830541043020,2,1,4,7,456,1.160544,0.03317,0.0002
371830527051016,1,4,4,9,129,0.492463,0.002464,0.000129
371830524043008,2,1,4,7,158,0.756336,0.035627,0.000309
371830540141015,2,4,4,10,62,0.919926,0.001332,0.00017
371830516002013,1,5,5,11,141,0.588751,0.001038,7e-05
371830524041025,2,1,4,7,39,0.680774,0.036848,0.0004
371830541054015,2,4,4,10,112,1.114127,0.011337,0.000103
371830524081001,1,4,4,9,48,0.574699,0.002044,0.000235
371830541044009,2,5,5,12,20,1.454476,0,0
371830537171003,4,5,5,14,5,2.471041,0,0
371830540161000,2,1,4,7,164,0.976404,0.059635,0.000247
371830524062020,4,5,5,14,39,2.456655,0,0
371830540141058,2,4,4,10,11,0.70331,0.001332,0.00017
371830541103017,5,5,5,15,81,3.60387,0,0
371830524062030,2,5,5,12,332,1.293726,0,0
371830542071044,4,5,5,14,61,2.504872,0,0
371830511012003,1,4,4,9,180,0.197873,0.002025,0.000182
371830521021016,2,5,4,11,30,0.902763,0.000247,0.000338
371830537141010,1,4,5,10,75,0.574791,0.004246,8.2e-05
371830525071008,2,4,4,10,44,1.184455,0.010986,0.000424
371830521011001,1,4,4,9,200,0.387817,0.009606,0.000363
371830528072028,1,4,4,9,2,0.622532,0.010303,0.000189
371830515012038,2,4,3,9,39,0.729144,0.00533,0.000602
371830509003014,1,2,2,5,47,0.080454,0.026092,0.001338
371830537121007,3,5,5,13,22,1.92581,0,0
371830515012021,2,4,4,10,58,0.709518,0.005651,0.000487
371830542071096,3,5,5,13,33,2.103929,0,0
371830541063000,1,3,4,8,1113,0.566428,0.016556,0.000185
371830516003008,1,4,4,9,31,0.585876,0.004512,0.000416
371830537261000,2,4,4,10,45,1.101337,0.002435,0.000119
371830537131009,2,4,4,10,282,0.838534,0.002435,0.000119
371830528061006,2,5,5,12,130,1.521741,0,0
371830525033029,2,4,5,11,113,0.657285,0.004523,9.4e-05
371830540042005,1,4,4,9,51,0.623998,0.009896,0.000173
371830540151013,1,4,4,9,76,0.095279,0.003023,0.000139
371830527041000,2,4,5,11,196,0.846582,0.002298,8.6e-05
371830521011032,2,5,5,12,8,1.379786,0,0
371830530081061,3,5,5,13,8,1.537579,0,0
371830541054000,2,1,4,7,45,1.134083,0.044507,0.000303
371830525051014,2,3,4,9,61,1.175834,0.015238,0.00041
371830527043017,1,4,4,9,58,0.354852,0.004763,0.000215
371830527063000,3,5,5,13,73,1.554417,0,0
371830512001005,1,4,3,8,48,0.396743,0.006861,0.000633
371830540161004,2,1,4,7,13,0.934182,0.059635,0.000247
371830526011007,2,3,4,9,186,0.702164,0.018318,0.000465
371830541102022,5,5,5,15,46,3.940815,0,0
371830511011004,2,4,4,10,1121,0.649412,0.004884,0.000277
371830537152011,2,5,4,11,151,1.029135,0.001169,0.000134
371830536102022,1,4,4,9,78,0.610493,0.001964,0.000197
371830520023000,2,4,4,10,454,0.739456,0.006846,0.000189
371830512003009,1,4,3,8,124,0.215709,0.0067,0.000533
371830537211021,3,5,5,13,11,1.659919,0,0
371830541063006,2,3,4,9,179,1.168037,0.016556,0.000185
371830537262003,3,5,5,13,45,1.577167,0,0
371830507002012,1,4,2,7,195,0.414377,0.007472,0.001377
371830540132053,2,5,5,12,118,1.384862,0,0
371830514005020,1,4,3,8,43,0.092612,0.00815,0.000695
371830540061011,2,4,4,10,180,0.940505,0.002694,0.000197
371830524011027,4,5,5,14,186,2.799545,0,0
371830524072024,1,4,4,9,4,0.415145,0.001783,0.000248
371830519002008,1,4,3,8,61,0.599123,0.00604,0.000543
371830527052011,1,4,4,9,91,0.26598,0.004763,0.000215
371830538083001,1,4,4,9,12,0.392543,0.002632,0.000288
371830545001018,1,3,2,6,48,0.155677,0.021678,0.001069
371830508002001,1,4,2,7,58,0.159812,0.010095,0.001306
371830536102025,1,4,4,9,85,0.553486,0.001964,0.000197
371830540162009,2,1,4,7,108,0.96317,0.059635,0.000247
371830537071018,2,5,4,11,129,0.968583,0.001169,0.000134
371830525061007,2,3,4,9,170,1.092144,0.01352,0.000195
371830521011010,2,4,4,10,93,0.918465,0.009606,0.000363
371830525043013,1,4,4,9,9,0.300559,0.007505,0.00024
371830515021001,1,4,4,9,538,0.555768,0.005239,0.000396
371830523022007,1,4,4,9,72,0.507713,0.00545,0.000141
371830537111014,3,5,5,13,134,1.633869,0,0
371830506002015,1,4,2,7,37,0.109781,0.007091,0.001245
371830540131052,2,5,5,12,43,1.325451,0,0
371830541132038,3,5,5,13,66,2.338161,0,0
371830537111029,3,5,5,13,45,1.579618,0,0
371830528033034,2,5,5,12,243,1.389091,0,0
371830540141036,2,5,5,12,31,1.3367,0,0
371830540171023,2,4,4,10,25,1.19263,0.007237,0.000104
371830528064007,2,5,5,12,90,1.444324,0,0
371830527042007,1,4,5,10,404,0.484916,0.002298,8.6e-05
371830536101015,3,5,5,13,150,2.202164,0,0
371830540181028,1,4,5,10,163,0.555213,0.002298,8.6e-05
371830525033002,3,5,5,13,41,1.574938,0,0
371830517001000,1,4,3,8,99,0.275637,0.009511,0.000789
371830528072022,2,4,4,10,45,0.714214,0.010303,0.000189
371830526032002,2,4,3,9,128,1.029619,0.008856,0.000655
371830537231008,2,5,4,11,209,0.705525,0,0.00013
371830521022000,1,4,4,9,1414,0.039336,0.004318,0.000372
371830540143007,3,5,5,13,164,1.8964,0,0
371830527052037,2,4,4,10,433,1.077401,0.003061,0.000127
371830530082000,2,5,5,12,394,1.426066,0,0
371830527072007,2,3,4,9,31,1.095465,0.013802,0.000231
371830521012011,1,3,3,7,138,0.399136,0.014794,0.000604
371830540134019,3,5,5,13,79,2.06634,0,0
370630020282014,2,4,4,10,38,0.986138,0.001964,0.000197
371830537222005,2,5,4,11,67,1.011198,0,0.00013
371830537223000,1,4,4,9,410,0.472974,0.010065,0.000201
371830515012001,2,4,4,10,53,1.056304,0.004021,0.000216
371830527063002,3,5,5,13,190,1.714825,0,0
371830505001005,1,4,2,7,29,0.143179,0.006486,0.001057
371830541061000,4,5,5,14,612,2.487816,0,0
371830528063019,2,3,4,9,14,1.283778,0.016556,0.000185
371830501001006,1,4,1,6,2,0.482636,0.004841,0.001516
371830524072002,2,4,4,10,14,0.706893,0.00124,0.000144
371830519002014,1,4,4,9,41,0.347952,0.005034,0.000464
371830541044012,3,5,5,13,165,1.578848,0,0
371830509001021,1,2,1,4,31,0.106296,0.027283,0.001904
371830542071088,2,4,4,10,243,1.277498,0.002632,0.000288
371830526021025,2,4,4,10,136,0.884333,0.005234,0.000171
371830521022003,1,4,4,9,38,0.091692,0.010931,0.000513
371830537113011,1,3,4,8,54,0.444882,0.012746,0.000229
371830528064034,3,5,5,13,79,1.914059,0,0
371830537151008,1,3,4,8,20,0.16977,0.012254,0.000211
371830505001026,1,4,2,7,16,0.191597,0.006662,0.001255
371830526021004,2,4,4,10,62,0.642022,0.005234,0.000171
371830537252039,3,5,5,13,97,1.812912,0,0
371830516005018,1,4,3,8,43,0.61177,0.004054,0.000549
371830530081023,2,5,5,12,145,1.339011,0,0
371830540132019,2,4,4,10,85,1.076043,0.002632,0.000288
371830509002001,1,2,1,4,41,0.244266,0.026833,0.001782
371830520023002,1,4,4,9,282,0.630156,0.006846,0.000189
371830541044008,2,4,4,10,27,1.27347,0.011337,0.000103
371830507001015,1,4,1,6,52,0.209412,0.00789,0.001741
371830540013000,1,4,4,9,1316,0.60273,0.005553,0.000163
371830536101042,2,4,4,10,62,0.696218,0.001964,0.000197
371830541052026,3,5,5,13,45,1.822249,0,0
371830540012000,2,4,4,10,325,0.66993,0.009896,0.000173
371830542071086,3,5,5,13,340,1.764713,0,0
371830540011009,1,4,5,10,115,0.422497,0.002659,6.9e-05
